,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G7,G8,G9,G10,G11,G12,H7,H8,H9,H10,H11,H12
,21,4393.01546945463,4413.86050125855,9088.4575821262,9843.55276750857,11194.6871794404,11714.237360206,4363.52376062991,4285.14082440349,6079.18313839217,5860.87979876543,4839.98126369885,4789.09688997626,4294.68579863941,4281.87814717959,7297.63336999029,7463.59455347221,8459.20245251142,8488.06180835535,4253.6823493909,4219.41889302167,5079.40615697927,4607.98376129879,4792.23526722957,4749.22119922582,4233.94719378095,4190.04954716507,4508.33179853989,4514.45035521395,4248.48296271922,4336.00160013422,4473.12682499802,4469.02673939227,9118.70405523553,8929.36793310648,10430.2959755713,10550.6804627473,4741.75085976812,4757.72192552076,10094.9097062632,10295.8524001789,11987.6670359365,12530.9120819195,5232.57770482789,5224.58272081946,10826.7328653274,10556.4578714063,13196.4709900432,13599.7340288628,4595.94675205973,4511.36875057985,9535.4638495061,9645.59292750318,12265.2979821111,12188.5661998758,4874.92157804956,4866.42162211682,10278.3847470892,10347.3372408314,13017.2617683654,13347.0701768581,4160.80411253611,4229.25042348798,5884.56518986683,6000.95289847001,5974.54364385618,5872.59343806981,4687.50981839992,4620.55253053525,8399.18453610251,8389.37176633601,12770.4079873992,13120.9709849952,4384.87533400456,4401.31084174222,7331.25991219794,7436.92287357432,12823.4320359717,12452.2894895308,4533.0090917299,4483.63910359741,8202.43915738475,8187.17299791318,13284.1900778916,12570.9766536966
,22,4490.58904877559,4511.32529129018,9953.73200781792,10846.8990996108,11930.7852217919,12488.4485322589,4409.07218889846,4330.63666358073,7018.50534010048,6765.97229479552,5271.57606364556,5205.86963810008,4333.84838582574,4311.48557128371,8217.87647301544,8464.74520992105,9319.94239960217,9360.1617018491,4282.07041900305,4240.27851438424,5770.05717802753,5012.73096574313,5208.29832238894,5148.47352554044,4238.37739672725,4194.50423414112,4829.38976433273,4827.1007734763,4259.83157059587,4351.88694678683,4610.72111673281,4613.28812634669,10078.9399219606,9854.45749683492,11215.0337010329,11369.869196175,5104.76589924072,5119.49236289416,10932.9032312321,11210.3805825695,12581.7363801285,13180.2004909753,5818.63004305907,5805.9451742376,11678.5230553188,11406.0473280134,13802.4504870196,14198.0197800604,4851.70101954457,4762.3279907195,10431.720656896,10564.8277770312,12896.8071855761,12852.5728360558,5291.73613409517,5283.32742774802,11119.8974775314,11211.4619957114,13597.8949612209,13931.1256881246,4200.1201521647,4273.57187393154,6876.44198544237,7005.90306017723,6815.96417924864,6624.29243883786,4872.84992122321,4801.35298413721,9392.20985802457,9361.90434440765,13388.5892407831,13740.993170937,4468.58265801159,4480.35216070065,8317.29596715139,8438.85049381492,13477.5027407395,13084.5270033651,4697.22780554239,4636.43933128502,9120.4160732315,9126.21379407806,13917.6539059113,13178.5116658041
,23,4678.47346759692,4698.95935215283,10851.4281413577,11881.8099522379,12672.0133367842,13281.4464345268,4515.7590977068,4407.64995701355,8069.379938669,7838.51475088365,5939.20420946128,5864.23136103897,4415.33181781458,4399.85368111086,9254.63949857193,9563.90695667029,10303.8250756313,10324.2776602881,4328.28227065928,4283.20828113995,6755.17773108673,5555.27983193006,5862.29885586935,5791.20445693317,4253.52702348395,4209.99896041343,5412.03957538522,5388.60152255157,4299.69847339476,4392.27215837904,4889.68619284735,4898.71794370642,11078.8110696877,10830.6657746281,12050.6713374642,12233.0359305627,5760.30875280542,5770.49217610985,11838.0133587673,12130.9813425702,13208.0597321758,13870.0468120602,6726.1146575296,6702.97874367025,12518.9424132849,12278.5806326298,14437.0349973062,14823.3994686173,5329.48080730756,5217.6756728428,11341.8974916775,11476.8440546957,13561.9434172869,13504.5822096193,6005.87161883575,5989.31303671465,11980.4022978618,12077.4220587795,14194.2661676529,14519.4742534181,4276.65380307568,4358.48765894363,7978.72058117391,8101.22564583268,7700.5220431286,7432.68882713264,5211.85751357926,5116.01903270759,10420.9321102605,10397.9007812618,14025.9815209476,14387.3578395683,4613.92154918339,4619.57934162854,9335.25328964084,9480.53553920164,14120.5522202807,13712.2482854024,5005.24213800943,4927.83227403437,10074.1499660637,10129.3196315076,14549.1997192003,13764.2144980095
,24,5021.18621508703,5057.24805156044,11589.2992203879,12733.816699273,13267.6545072252,13920.0142650542,4703.30236314269,4562.13544675179,9009.76820368019,8794.63889221553,6666.19648533664,6607.89863836808,4564.70532251292,4542.67784860048,10190.755784821,10519.2844299408,11119.2192803307,11123.3524639603,4418.33128314216,4367.97921570717,7782.13217699125,6106.09539846263,6622.92824485725,6554.51251893947,4270.26239967966,4227.77649464026,6221.0559922842,6224.93724525088,4357.37861367629,4451.26373385344,5380.13083214725,5409.24443364061,11918.5993312478,11643.1845012667,12712.8425678238,12927.2343739556,6649.73159849849,6642.54623933721,12579.5309631256,12888.6517604227,13699.7893611435,14406.0926990145,7711.53728507596,7688.77315173782,13259.7894272935,12979.3738435451,14937.4057603647,15325.1472458351,6119.79917408826,5943.41726719094,12110.9192136063,12271.2861213867,14107.2263929516,14059.2526326883,6916.19246068226,6910.21429463866,12702.4360699267,12806.8038363515,14681.5434276545,15019.5195998215,4427.82666091761,4516.45961726764,8974.44694863108,9101.75520234249,8511.21124336945,8188.36353630516,5813.14674951924,5689.75989928779,11345.070553774,11295.5726693853,14531.3874507714,14908.74591369,4894.84149027265,4900.85517380634,10258.5595215047,10410.4587978139,14651.4184318164,14225.5663834771,5547.93713132118,5449.7990223773,10902.9694872418,10999.6563950132,15033.4954632093,14247.9061167325
,25,5611.10479762297,5662.94031866238,12304.1929581755,13546.0569332027,13842.8098238221,14510.3762489766,5062.65366683675,4868.17392814734,9973.52571039805,9794.85553411677,7417.26402314136,7367.36226638964,4853.18499391528,4839.53739130202,11091.3018188052,11467.1853979732,11926.9549105654,11944.067202866,4595.26236694672,4542.35977160479,8811.72461374826,6640.95967307901,7388.53089462994,7339.47923509287,4313.87025937278,4271.25138792016,7186.53933090878,7229.28229968817,4469.49188248284,4580.42049703542,6184.15329878069,6234.71933975127,12729.8611001038,12425.7836189216,13379.9435420723,13597.8334923399,7614.32157866862,7582.54842711921,13229.5077340456,13621.8064377006,14185.0926746845,14927.2031594339,8667.23321292948,8654.95136316375,13906.2932944217,13662.9964692338,15414.1696215628,15810.1132626377,7147.69490720947,6849.53730687208,12835.8649344733,13001.5768040055,14631.5165832246,14580.3507168729,7854.14154193877,7868.01188673407,13385.902180528,13499.7090667667,15163.0088519681,15494.9531471774,4723.93332881095,4835.14150244205,9960.40614824694,10083.7739176522,9398.10680713682,9000.54662206353,6740.88345161244,6570.88918968639,12236.7823477315,12148.6443877946,15022.5712535,15402.3398778038,5406.93095103575,5404.40865205584,11153.1039196676,11321.2720457789,15166.5416774745,14732.0786007855,6403.19425565316,6255.22447299892,11691.2562160914,11808.2607028894,15537.0403995225,14723.850202383
,26,6423.97141480575,6532.00972541566,12951.3347934098,14290.9337546167,14368.5518350763,15078.7766703485,5699.57804006902,5413.75445396258,10895.0231357839,10766.1253304992,8206.77590116161,8184.36414619026,5370.93378335809,5355.13763527716,11924.2353049239,12365.3870636434,12690.4316128337,12676.0782618736,4930.54341487674,4872.8683524325,9832.86849365046,7179.83733478621,8198.73592400319,8154.09337550908,4384.10909070729,4343.62174593847,8157.54382677058,8282.10742125788,4682.52123267116,4813.4686990987,7179.03549793099,7266.81359777097,13436.5035471744,13129.8726403365,13969.9431793072,14218.0970026648,8527.79943116507,8470.43611798905,13887.8824554374,14259.0804234705,14590.5579392225,15384.9847457601,9637.79638352587,9607.76152209973,14526.4859058727,14255.8443024964,15842.6865829002,16256.3344159954,8181.93022017182,7749.37540499577,13499.2679008678,13680.7350821294,15095.1869828429,15059.5487324676,8749.73832426748,8788.29022671347,13992.8489799056,14114.3726665389,15603.5960752268,15930.3329379145,5257.58209243282,5407.23931720615,10880.6636065437,11017.7503298514,10278.6640388654,9795.62303008365,7796.37560582484,7592.53391253646,13002.1581124781,12943.8685340883,15476.5333040338,15868.3778478642,6219.1288977408,6216.67150371967,11972.2416073659,12150.1233006846,15623.0700881848,15168.2497352879,7399.68386542573,7217.12876363658,12426.9622588409,12586.210556087,15987.0539151164,15154.2672450535
,27,7308.03268458525,7477.79494588987,13527.664289267,14951.0310804728,14837.649434666,15592.3242629796,6616.85840358859,6261.2979232412,11743.0523079056,11661.1039522508,9019.06182595072,9013.79759533168,6151.20975844742,6148.66682804134,12647.7527887547,13138.1958625694,13381.8090211323,13361.8337745652,5520.83355822088,5439.32761922701,10832.2967258588,7693.8814719427,9026.78117854633,9000.11733420828,4535.44070145401,4493.70414474261,9124.43871075936,9282.6056055469,5078.6173481063,5242.15503111278,8159.28332236795,8286.52353277738,14104.4751838818,13773.5522080304,14509.9856224611,14794.3693711109,9445.01898518208,9366.96104944276,14472.4080628108,14873.6027976868,15023.1734423305,15868.886345654,10569.2696187181,10525.566498235,15089.5151639527,14804.3684975763,16271.2873610335,16667.5612678651,9164.97339333918,8621.83766354259,14098.1893078859,14305.5489713441,15538.3046695593,15500.1095924742,9633.93397011476,9697.98718124084,14537.4747618862,14681.3816809939,16003.657675343,16339.731762447,6112.09503157805,6257.63560122033,11761.3488642404,11905.2770665627,11120.198957157,10571.8086018764,8799.04929405169,8548.12153716995,13726.8105587509,13650.297638986,15879.0233288976,16293.565377129,7220.19563137783,7211.35602411318,12718.2857529332,12917.4331678118,16059.4754923914,15607.7921324526,8332.70556716688,8115.10534478309,13065.3568622383,13271.9639957552,16393.731513597,15549.3964831515
,28,8148.89284764746,8375.17371393979,14051.9741930881,15542.1230572139,15271.5472024335,16031.1357663466,7654.76829915366,7264.93087452771,12512.2259126331,12473.9023123226,9818.62595939995,9838.10969302902,7064.96553806472,7068.65192965513,13357.9876234802,13863.4403593135,13997.9125689824,13940.8822832973,6414.8875804208,6314.5745972917,11719.0884228988,8171.28645689961,9848.43526233256,9841.94835277534,4821.78165992162,4787.56543653359,10054.1534629469,10261.3859117391,5758.74484596764,5947.08955887672,9080.84023330635,9242.14843153923,14691.8674131021,14334.6523783453,15015.5063403869,15303.44282189,10307.6191583239,10192.6852378944,14978.6934670061,15390.2006386004,15414.3363965359,16292.4487405626,11459.5227345217,11423.9544146351,15576.0378272839,15306.5011524948,16640.2340790413,17036.922580724,10118.7485764879,9467.56525119752,14619.2991184473,14819.7203622284,15925.3004174651,15901.247954557,10484.5022774802,10567.8950646701,15027.7658361828,15170.8279176712,16345.5608626997,16698.11403262,7128.2839918001,7243.46258027345,12534.2036064905,12676.4740913897,11902.3318680493,11299.4328807354,9727.36478299028,9455.45515034731,14362.9269807836,14266.8875299708,16245.307505333,16665.7736449191,8162.38069141812,8143.13374403389,13393.1052792622,13598.0539316174,16452.9751541745,15975.2784839395,9223.66109875534,8971.03046131831,13663.6992282725,13882.5388134663,16771.1159382202,15913.7729379989
,29,9012.31677142745,9300.2778304665,14526.898839346,16092.3060741662,15687.1458279033,16476.3206143109,8658.45411560305,8287.37112559779,13213.8930668493,13244.0566421133,10621.9358704192,10656.5806122558,7967.02160672373,7985.34980406671,14003.9762124214,14503.769319498,14560.108188398,14514.1176565426,7456.43148405971,7343.00030366844,12610.9416559435,8631.278350932,10675.6808568313,10686.1731992804,5337.64827421249,5320.08242351072,10963.4631349366,11221.3739009522,6620.47753907512,6866.86078496822,10045.1661812087,10238.883235808,15252.0545888949,14868.7097749488,15486.7193791173,15783.7722232276,11172.2090554775,11040.9543622152,15482.2858353731,15832.8491880445,15765.5095876031,16644.6879063023,12287.7847141783,12256.7630371588,16062.8195607983,15767.0413757793,16987.0299047376,17399.8851088452,11085.0291257215,10333.8119871591,15136.7789020076,15347.1105632784,16317.6658973219,16286.5632183651,11322.8632846713,11429.3210938537,15516.9196216939,15657.944920846,16707.8926354742,17047.2644914979,8138.1356314116,8210.51462583253,13266.8860383011,13395.3397601177,12652.2825038777,11995.2344628458,10716.7849540722,10395.8766151762,14979.7004808644,14887.2710553677,16618.1860927897,17036.5640723333,9064.77472983743,9060.51706887588,14012.3558109589,14239.8689713257,16821.1969676058,16335.9437606763,10101.7492900097,9813.64803124363,14202.6892061414,14445.8772211272,17149.9820758278,16256.9084841161
,30,9892.7594003472,10232.8844538096,14967.7128005594,16592.9137822273,16078.59799929,16880.547180163,9649.17681791401,9272.74344352426,13877.3290871503,13925.7938279086,11360.915970404,11439.5862720479,8857.57555469921,8880.07232710647,14576.5404362508,15103.4932663826,15116.5505696444,15028.5683575753,8505.94314577312,8348.64688817608,13386.6536497943,9060.65550119633,11481.8478012192,11484.1982650892,6157.81688122363,6129.81683819524,11793.6210216682,12107.7902782156,7495.78737751936,7814.61260804316,10972.625472948,11183.9913386056,15751.5126801082,15362.2822953061,15922.3726752132,16235.9168356039,11962.9636155542,11835.4101105809,15902.1580355258,16314.278631233,16106.152765983,17034.695050322,13083.366455271,13026.5341107225,16457.6374169919,16189.3637078783,17344.633256051,17726.6589259973,11957.451178765,11135.7144614453,15573.1718934462,15800.607883942,16656.9093129162,16647.7096530914,12089.5753092066,12207.0687140946,15935.934230751,16085.3725470987,17034.3384203448,17369.2155888877,9096.78130538882,9108.59893397465,13929.0402000123,14062.832512664,13353.7012463682,12640.8753602804,11662.8281804027,11319.63712278,15516.4006139526,15423.8558773967,16955.7527746995,17391.3970063258,9973.92273161088,9958.40629759775,14592.962264865,14822.1497537438,17163.0648119222,16675.0936282047,10972.2307313567,10673.7812351906,14681.9116892583,14976.5750004321,17467.078316599,16568.8791534283
,31,10709.7371101434,11088.6848222316,15356.5179778989,17031.3795068774,16403.9828500233,17233.4227174997,10609.4390610401,10230.1482793083,14444.5850557598,14555.6742209862,12045.8000717924,12128.0777206639,9718.58117422262,9773.12153193203,15077.3603017128,15607.6728054967,15567.1620483584,15516.026181442,9470.38580537128,9283.54771611396,14076.6642043807,9451.27126947074,12189.9678545064,12218.3238080021,7114.20906670182,7087.34380173409,12557.9970424058,12883.8254161824,8334.9740105388,8709.17897713371,11828.729801604,12064.2994618061,16193.5440321542,15802.3899038661,16301.4012375594,16621.9943720004,12661.769542533,12535.5037240276,16283.1191715729,16721.7271457306,16393.6087028123,17350.4650924411,13766.8474897597,13701.5033388781,16835.6595029128,16581.8753620985,17619.6034738751,18019.9325402081,12763.0327109245,11865.5303529987,15996.0553534785,16231.0498364661,16974.7199147681,16972.3569338245,12783.479953926,12922.6594422447,16319.2694102161,16475.7362011258,17324.0152025397,17666.2634280649,9994.46943092808,9965.32418502197,14525.5548835974,14644.0673618118,13937.356686615,13213.5123432299,12497.8491400627,12123.6362805979,15980.2573988988,15885.0636065011,17251.6017545424,17673.7838983616,10835.2549600776,10819.9001949137,15093.0977769868,15340.4994722384,17478.0409638361,16970.346693716,11731.6652485949,11456.3688520439,15128.3241180084,15405.2251947501,17764.2679435651,16857.154673557
,32,11460.7916992197,11923.8489754924,15718.2809709615,17441.1155368456,16715.7861754844,17580.5703877089,11530.330570883,11160.2220099238,14964.105329847,15131.6812980836,12695.5556199142,12777.3545071526,10565.8752172315,10623.7407665001,15576.0133702711,16138.061694352,16012.9905490069,15917.891907618,10452.4080373209,10259.3839517959,14701.4781386314,9820.35645092707,12846.7315136428,12889.3494852398,8063.52327676838,8012.69176963258,13255.0870713717,13613.4474111292,9234.83734705322,9672.17620704313,12606.2318921095,12881.1000832725,16611.7882026651,16204.7942870318,16691.8430689488,17004.9917863689,13331.4707542132,13192.2980554277,16618.4930944383,17085.7180313945,16743.6826702115,17642.0685485122,14414.0660663639,14344.5230396662,17204.2994579376,16940.2430428938,17912.3869253472,18305.0067611497,13498.0786329243,12532.434398449,16374.2583276367,16608.172808014,17280.6098175474,17279.6534413071,13408.0775858788,13564.2885306827,16675.9169591109,16831.9914473317,17599.1304098509,17937.1124908836,10865.4878135391,10799.7356962354,15068.1537167236,15217.9139830373,14515.2011271588,13766.8641233476,13307.9149690035,12881.1583017621,16472.0926660713,16342.1861613623,17551.4943466064,17982.7015226177,11645.8890334958,11638.1780140165,15567.7179252311,15821.2471762328,17765.3036756206,17252.7009335068,12463.5868800607,12159.8100604239,15540.8820079102,15858.6884326077,18047.9381025695,17150.1617726756
,33,12165.657382666,12676.3719803856,16055.5359024985,17834.8295776766,17040.8553698497,17894.4984667269,12378.6457261163,12015.5903811811,15433.2040812584,15651.5911595856,13277.5274625719,13372.0825900968,11366.1509880845,11443.816508533,16039.2931074503,16607.9857335809,16427.2278642435,16371.1666357313,11392.0515217858,11174.0426788667,15261.2185526958,10164.2091360917,13465.6987574461,13511.6144035314,8982.80755518135,8928.72779405395,13897.8605257291,14285.5053647296,10145.101763928,10633.3441234691,13325.0617546659,13630.6594915988,17001.0306536649,16570.4570904407,17019.9959802496,17360.6241141883,13914.226050427,13786.2894052553,16966.0771266499,17395.4458711324,16997.0852027077,17948.1379027232,14964.8955383298,14902.1698394896,17528.4977502222,17268.593592053,18184.6069690263,18568.6845878414,14167.5432857802,13134.2474973223,16721.0894603398,16940.3642028236,17571.9818930294,17560.8223859209,13964.7581213714,14158.9394475797,17023.1888075169,17172.5179584721,17878.4773159839,18211.8587282329,11681.6557667928,11582.2399214683,15545.3641451071,15705.7225318151,15024.7694046369,14254.797890924,14003.08509436,13586.546901028,16849.4132616183,16752.7377923789,17830.7897312187,18248.0978983786,12391.4210137839,12375.5928033374,15981.6841920668,16253.9442653267,18027.0339385718,17524.9854453177,13152.727326539,12819.4706072359,15923.2778814651,16266.7274938725,18323.9135097815,17385.3357105875
,34,12811.3648902395,13347.8638595537,16366.767860979,18188.0413702034,17312.073315107,18197.9505383473,13145.6476904441,12819.1031487632,15876.7817576513,16109.4532174483,13794.6152762009,13917.4415554734,12098.1057275953,12213.5837491222,16413.6374449258,16992.60592326,16808.5445908877,16709.709846502,12211.3918563829,12019.3463038506,15806.895519046,10487.0564811572,13995.4141712156,14071.6734699709,9898.23740739932,9826.33301914737,14469.5633347762,14889.1707498799,10997.6966850637,11522.2828789921,13972.6009222983,14288.1521052281,17358.4698267325,16920.2347367227,17347.675341059,17684.4824019157,14459.1998024263,14296.7559700222,17331.264971083,17793.3109755631,17250.4552785814,18245.7779802696,15495.8104439037,15427.0607493075,17860.9616434797,17575.694140774,18451.3546696692,18813.4142039873,14783.4141024639,13678.2998730605,17051.9268793125,17276.2588004773,17830.6061261236,17837.0662426295,14498.4885208426,14689.6287920119,17315.7798141751,17484.6492494986,18108.6740688269,18450.6863936389,12413.7186989228,12258.0120262892,15994.1657778768,16133.120212916,15505.3549586542,14685.8270460251,14642.1225734718,14225.597210507,17258.8996051349,17107.2280896608,18062.64095932,18503.8613348991,13073.5791504571,13068.2719786894,16387.4666351754,16646.6437460482,18291.6311697888,17773.7888643401,13734.4056333064,13410.2409405276,16241.9422517328,16583.9311907886,18558.8146125124,17631.142711915
,35,13386.8208611596,13982.6658355061,16680.8617039859,18502.4295877506,17541.9884678061,18465.6898696216,13814.7840314284,13501.73914416,16261.0458161989,16538.3527794922,14285.2265214725,14405.234309242,12755.1134156184,12865.8295324917,16793.9527202489,17319.7276466967,17134.3691998313,17071.8105657699,13004.1362948437,12790.3754576326,16270.3457542903,10807.9046570883,14526.039741882,14594.7401534607,10782.5566541397,10680.0692366893,14985.4950739576,15397.9599983619,11786.9792052061,12364.0681437181,14553.3708969839,14891.4277546053,17674.8003294062,17234.6507744337,17623.8568227693,17979.7213043742,14919.3053486342,14756.2504764374,17562.4344475436,18028.2748225867,17494.5584363125,18483.1176167928,15936.2962514401,15884.7179387918,18121.5223219562,17833.5484687366,18670.5261151344,19059.9643026643,15296.3458613308,14174.0264892336,17331.9514539788,17585.4102150466,18060.9678262364,18074.0049709059,14952.6507006853,15156.0182272205,17593.4777941505,17762.1664408055,18332.7646816813,18664.067586992,13078.5921592011,12909.1263869362,16401.3060207057,16527.3418957565,15935.764205019,15091.560635181,15246.3822593654,14786.679420573,17552.3872756071,17466.7596431314,18304.1316894516,18710.2603050794,13681.2870673577,13671.7201696777,16720.8730055577,16995.0360002902,18511.35146796,17987.3849131549,14277.6525220081,13947.8519121517,16564.8418032616,16937.9981817521,18818.9606655244,17852.3454970677
,36,13898.7887063667,14546.2704557455,16917.8086599129,18782.0152596847,17761.6937046003,18682.2013976473,14436.8660473969,14149.5676021211,16625.8262207803,16918.5199410591,14731.7842458241,14853.5817360201,13370.1381492618,13534.6676879039,17093.5868451124,17735.9923085047,17484.4645747416,17359.6026718129,13734.6894446805,13517.6953014385,16728.13754812,11086.0012540414,15011.6411103843,15087.1747614121,11622.6857680825,11517.0719620273,15443.4901632212,15899.6091078378,12519.8931614408,13149.938647381,15079.1444050365,15442.3373282704,17965.0509509826,17523.7190578611,17912.7115885083,18262.9502290819,15359.7747289013,15247.3066848261,17871.8955841625,18349.7019588954,17749.4713702221,18724.0065252355,16380.2247061344,16290.2434443958,18377.7606451123,18121.7856968544,18911.0500467362,19288.1081548036,15782.8772577211,14606.4295644285,17615.8887707177,17858.1294368126,18298.448097983,18304.5669417989,15383.1133800056,15595.6868650462,17863.0487500877,18012.0996188845,18547.4702314923,18886.0694345813,13670.7294164521,13510.9758570428,16739.3627111056,16867.6333057159,16334.7489783998,15478.4746479457,15770.9695386025,15334.7168477353,17889.7201683976,17767.7477187346,18508.3238137078,18940.7594903464,14258.5901839738,14243.0943712569,17063.3335861329,17339.9611289879,18760.4668068917,18215.9255656109,14766.2597332322,14449.097028972,16839.950090912,17213.1938945841,19015.6514075897,18069.7788039866
,37,14369.3007237245,15048.1920470855,17183.2637507175,19070.2709623223,18015.886996287,18958.8747327929,15016.2074231927,14734.7267016025,16964.5385273603,17294.1306916674,15131.5048586249,15278.2152386405,13890.4509672965,14048.9803713359,17418.7363022883,18059.5128450982,17764.9443886317,17641.1063873925,14349.8265069736,14133.4742765052,17124.0309872322,11338.4537680571,15412.9104223213,15516.4831290816,12353.21595092,12236.2301919654,15852.2556359014,16328.5027114557,13168.8264943284,13861.9017928788,15552.2077226722,15927.3297164013,18237.8255383691,17785.8758985118,18148.4173213657,18525.9037697361,15754.9813409874,15629.7851897701,18095.5043098367,18575.8866854931,17943.494830483,18878.7278627487,16745.739686693,16715.8188863788,18621.3293078028,18357.5393561212,19111.1520586527,19494.7687517509,16216.8220392112,15012.8727013182,17855.6260985453,18102.5953663127,18514.7948510193,18517.1324159215,15794.3242386848,16004.2968205178,18115.2059478601,18275.4182049318,18755.6112044382,19114.6340027187,14209.4053609584,13976.0320283593,17091.7516626686,17233.7913149463,16671.7721738866,15825.827578202,16261.3067216791,15784.3921825437,18216.7668174744,18024.347924629,18713.9331091001,19160.8426155062,14768.3129812709,14760.2223618194,17374.4710919044,17645.0787646816,18963.5044097325,18437.1173086457,15173.788866707,14878.1558960075,17134.1977193919,17505.694565487,19220.1097524978,18273.9008729356
,38,14799.3838018638,15509.2662609928,17413.1074765678,19320.34812669,18236.0508223589,19152.1885822751,15509.8257422233,15254.8742194743,17280.1954762605,17623.3996589516,15523.6958031983,15671.6201164012,14398.33848035,14564.2016921354,17721.7654499293,18357.5581447125,18080.8314402453,17932.7351165983,14940.2746524738,14694.771590237,17499.6351307694,11605.9408359063,15824.6086320029,15928.3714342191,13077.4587012416,12928.3011115203,16288.3458199014,16750.9339544594,13785.1799846006,14502.6592779556,15997.8474771215,16372.3248550426,18505.7631760987,18032.6938155013,18402.77177148,18775.0712705582,16133.2233217951,16019.8226494776,18341.2553415138,18825.0918755438,18180.8883844421,19155.7713849535,17143.5091350151,17061.9391000353,18868.9377004226,18578.0193121306,19293.7609859951,19686.5836100851,16643.6267646631,15389.2976358898,18109.7681502208,18354.2199593251,18729.1818844748,18727.057978553,16161.3513618861,16394.7397074726,18335.7972233262,18495.1101483251,18956.1588027822,19300.750089012,14682.0996611769,14458.7520666817,17384.3017616999,17517.0464326577,17072.7809670288,16174.7716415489,16717.2504053114,16238.0512215488,18461.4663135864,18343.155141287,18928.2360146306,19338.6011609835,15232.4254661367,15209.5576569546,17652.3721862009,17947.9761548829,19184.113088014,18622.075669499,15633.189955489,15306.3229116744,17372.1843730707,17774.0234748599,19407.9799697768,18449.6867272201
,39,15201.9807015107,15947.930610998,17642.2872268614,19593.3907022551,18441.2907864853,19394.2589343564,15945.814440234,15716.2254636161,17574.3403500405,17923.0393833758,15883.8848713702,16025.2927231578,14846.4526180747,15066.4707383438,18020.7484710362,18635.9167675482,18301.6107068082,18211.2186206303,15445.5819573561,15246.5640636681,17828.2163783555,11841.8415813136,16183.7977421251,16295.540723349,13701.2015051106,13527.0905752995,16633.2799358166,17122.533182434,14329.8521710191,15081.7242752262,16391.3447585204,16787.9965414594,18736.2871743148,18265.6540026658,18622.109736283,19002.7285035118,16445.9275310964,16332.611749961,18579.4890364897,19051.73775229,18367.8167384111,19344.7189443163,17482.5251230946,17416.0763865094,19085.4619650788,18793.0026151648,19491.1641116341,19868.4909347836,17007.0647558147,15714.0676289772,18324.2133181628,18583.4590587756,18911.917255031,18924.2844991322,16470.1118341474,16720.5916736825,18535.0835071985,18714.8926509648,19136.9674331123,19460.8312431635,15138.1080883812,14897.1019674246,17700.0542080126,17863.499793472,17401.8328045413,16499.3182995961,17117.5857331749,16566.3591782944,18754.2747103361,18586.1815969286,19082.1891005026,19508.6991592029,15652.1160002393,15634.929719937,17932.3064930206,18215.5545128357,19345.205072159,18811.0341338054,15984.5838794633,15669.0126693729,17607.9775598376,18013.0812419639,19592.4278636439,18621.6882616713
,40,15570.9721043312,16344.3292485224,17816.6027738348,19793.7627657032,18641.7973773364,19570.1275415095,16370.3102773236,16147.3763022744,17812.7838703436,18223.6719038103,16183.0182374859,16350.9523066354,15257.2946056292,15503.9834958528,18196.854364505,18832.9110932198,18574.7012220788,18453.3323064774,15895.7371192191,15675.5665359319,18111.5409122152,12041.7587892075,16495.8245982006,16636.7415788298,14254.6101040377,14080.7966656848,16966.9168936958,17466.6677278034,14834.8297221201,15620.5252327308,16757.4066882759,17158.613854846,18980.5425772842,18487.7272873944,18841.0281401596,19215.8557718173,16770.3528033858,16628.9238449096,18772.3597565048,19259.142849253,18534.6975958575,19552.59273234,17768.9702066805,17633.9488501875,19287.9864276374,18988.7839885063,19669.5235461948,20040.5127733214,17333.4409331122,16065.1493116557,18525.4900366645,18801.8364337593,19089.896690946,19114.7307996108,16779.7332778032,17031.3461224558,18753.1500835335,18909.7802419732,19296.7162564945,19639.2459191973,15532.844824585,15274.1080604246,17990.7799664897,18138.278474825,17707.6054120237,16769.8360180167,17489.0031930018,16927.7416846299,18974.7521937071,18818.895395404,19257.7240803856,19694.9615038253,16033.4431950761,16015.8624819056,18166.0769613792,18438.6003674793,19512.8892558848,18970.253824899,16322.3690684972,16011.2500276427,17821.5140349574,18242.7718952113,19749.6521132407,18775.3125613053
