,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G7,G8,G9,G10,G11,G12,H7,H8,H9,H10,H11,H12
,41,15902.3001240289,16681.3011395417,18009.5427034496,20031.6172687767,18802.7344082047,19763.0210311421,16771.5562846779,16528.1827005647,18063.0506962013,18493.4636901314,16495.905320596,16639.5394704105,15625.3268599774,15872.0771449123,18500.6174126789,19140.1141793757,18843.7893310496,18618.4849100101,16352.3460073059,16106.5136801361,18412.1645202315,12277.7117976466,16821.3690941952,16953.3975974132,14787.0046901997,14594.025179867,17285.6579408983,17783.3637855648,15297.9872172244,16143.7389476163,17099.7188073971,17520.2929026,19185.5047877724,18696.9582712488,19052.9204378176,19433.86480697,17025.1470976207,16876.0103695576,18946.424553979,19371.2218653514,18695.5742732556,19659.8058868505,18050.1649557479,17961.7928197959,19456.5426426163,19177.6228602274,19832.8258855431,20202.592926392,17647.1857754942,16314.6341884601,18697.4888562251,18969.0176565621,19240.7951354643,19264.0025716493,17053.8550270653,17321.4454043991,18934.6244597894,19108.6043887619,19459.7541652992,19798.2524065259,15877.2288449315,15652.5356160414,18191.5050466512,18350.58598837,17926.6345690075,17012.8809100678,17819.5952406594,17295.5305637847,19161.3205329192,19033.6364068165,19446.522941073,19847.244083439,16366.0521221999,16366.3424212948,18389.9592482527,18683.2432818326,19676.1887071043,19117.559373559,16643.5328722828,16322.6319923973,18020.8609615911,18443.8636631564,19906.5084601207,18924.4353132891
,42,16204.9209390971,17003.4685039601,18183.4086147416,20200.136548329,18943.6630839667,19947.4646829143,17106.6658665671,16891.4649487972,18315.9467820694,18748.7391462234,16761.5482763425,16932.7483830563,15958.1799786512,16239.146119967,18688.7997202146,19332.99070461,19024.3524876145,18854.0714049869,16732.4792039371,16474.17562837,18687.5933901696,12477.0910223313,17119.5959106811,17252.1649114915,15229.3311410721,15028.0596507297,17546.6921360394,18063.8494113185,15700.8452767493,16596.2602854688,17391.6867150415,17820.392924447,19369.7837933432,18872.23573199,19220.7486130599,19605.0090102188,17306.9008173167,17204.9456961096,19082.2229543031,19637.4538973192,18900.8707257769,19862.6549749105,18315.8491917033,18221.6525418496,19644.1259906222,19353.3254515517,19969.4659235508,20354.6651356064,17967.045076899,16591.9119644177,18899.5451182275,19195.8435928853,19425.4932795312,19442.3082115489,17315.1316057783,17598.1613158446,19092.0292228477,19279.367225573,19601.128406118,19963.1737081353,16248.7513783615,15979.3311769502,18461.1064750977,18595.31062412,18220.0390243717,17267.1529374202,18122.56822224,17593.0274733763,19409.020136088,19242.7750538707,19571.4364545231,20009.6675031868,16692.652857674,16684.8604150061,18603.3170928925,18898.7089681113,19840.6363097682,19271.7728479557,16923.589630866,16609.3485730908,18196.7190251965,18612.605664261,20060.5668118311,19056.4673647929
,43,16455.0360451862,17283.5533897091,18313.5990039258,20373.6701177119,19101.6126315256,20086.4109404284,17371.6096739405,17163.3618767669,18498.9980005998,18952.454039816,16985.4655291948,17152.242505181,16259.9337909458,16506.5270710608,18908.977613063,19538.8462082155,19215.3691449629,19041.6825136509,17045.9665848111,16805.6613464722,18902.4698816559,12642.5220273075,17353.442051016,17483.140882871,15621.1684087684,15426.6116604855,17804.4509573424,18333.2698906879,16063.8746134395,16980.3017784614,17663.0792330565,18096.3333521917,19560.535155426,19052.6942523713,19380.6098190547,19768.3442895739,17502.1139370822,17391.7178399075,19282.4287607712,19756.8497154595,19020.174890441,20031.2886330117,18511.9938706331,18436.1264844102,19775.7408336561,19503.1317484333,20092.9444978192,20484.2493461987,18197.8190034698,16807.6216419057,19049.9752325024,19340.4580492585,19556.2962902476,19579.9433821793,17548.2246310939,17815.2134800511,19263.4851948637,19450.6042754244,19724.7347496809,20083.2504038244,16523.7178499528,16244.156162079,18616.8222113288,18815.7297345288,18423.9420610089,17513.2431015684,18409.3816723058,17839.5978771425,19593.2182870311,19439.9848657351,19707.4067759331,20140.467994337,16978.9630303392,16967.7010245836,18787.2302971621,19085.4252375524,19969.9780490077,19408.2087561013,17153.7555192162,16851.4076477463,18382.7633070012,18835.180093236,20196.6272450954,19184.8167736244
,44,16718.2725438699,17565.3912218637,18474.4192543705,20536.5566205447,19249.2101635361,20231.7820979375,17679.5600047193,17478.7980153816,18696.0807809196,19177.7799149166,17223.4300945704,17399.4791592178,16550.1641215498,16822.0822528436,19085.0216643682,19702.1370817937,19382.1139997735,19247.2941589419,17357.9988735024,17133.4600550426,19115.2404616189,12828.7244990112,17608.9748202566,17731.9290707989,15977.8736818153,15812.5421047637,18023.6355254269,18567.766419993,16388.7357989905,17388.2122723437,17919.1842744313,18347.7148110567,19718.4091463784,19206.3666303851,19540.2171553231,19945.4842075905,17758.8648420442,17642.3910739146,19451.1941847429,19928.4491659318,19187.6180461139,20202.7018045433,18763.2164438477,18666.3919953675,19924.7141595659,19674.6672207476,20229.267209018,20611.9598066781,18438.4726903705,17054.5535387025,19227.1738339033,19517.711551986,19709.2126393871,19744.9091714193,17773.1965401021,18051.2658189956,19423.2101486675,19603.9200122665,19892.3132708795,20239.6458471758,16810.4696883621,16539.1736244347,18795.7361270742,18954.4455255683,18670.8482501194,17731.002197064,18674.3580899818,18105.5385921215,19733.1945294581,19588.7345453476,19852.7431589767,20273.5195240389,17247.6931396438,17217.2562367564,18972.831298242,19267.2647567855,20094.6326637028,19533.7797695594,17370.1340030316,17087.1585990393,18525.0598156669,18991.9722840204,20322.8604461356,19303.2945933748
,45,16949.2095213001,17823.4522011548,18623.878426062,20706.4328906721,19381.0257385995,20395.4020107793,17913.9691936901,17737.5233039929,18867.529676092,19362.8243289542,17454.7904533145,17641.9314928961,16802.1404999955,17050.3039849854,19286.7480026439,19895.4533401144,19556.586182543,19420.005687636,17624.58407408,17430.9064849988,19354.3786373213,13002.3108609335,17840.8101268011,17980.2730082835,16342.4050238114,16153.5027659544,18260.6273025632,18804.0806081346,16737.1808448778,17733.7140563165,18174.502245679,18611.8725100572,19891.5304213884,19374.6223439723,19709.8197608182,20109.7206189536,17952.163240955,17841.229012619,19563.4392235428,20048.520420828,19331.1021812614,20271.7033118715,18936.990808018,18867.2300150467,20097.664820545,19808.1522640503,20370.9571486266,20757.4214994871,18645.3751901212,17233.6803548927,19376.1954809904,19643.4355920255,19848.620017716,19843.2466695818,17965.143835212,18269.6478479089,19563.5763119122,19741.5379418545,20000.5385161877,20353.9840925981,17055.3442310194,16802.7506365049,19034.484841915,19188.3581555785,18867.7544492531,17927.3473389194,18936.8412554855,18380.7399729379,19909.3765302154,19772.2285721236,19969.975617838,20394.8406199031,17506.4216615122,17481.2852136273,19151.8456130041,19467.8768977878,20233.2357001073,19655.7632658381,17633.1609722137,17286.5325586151,18676.8821403105,19134.7390752683,20455.6189831599,19439.1845699649
,46,17195.9831898154,18067.8780194919,18759.4969010552,20868.6111574468,19516.9028213657,20536.773112263,18201.7050003081,18020.8878052305,19068.3603526183,19557.4350394686,17698.5321253493,17855.5909893509,17066.2665975133,17385.0333484937,19395.7897108259,20030.1041624836,19720.7283063873,19573.8564151197,17939.125800702,17726.3749781301,19554.6912022913,13184.3163330415,18073.9068110552,18225.2127367027,16692.3983087556,16488.0495588825,18483.2984159129,19050.2955164722,17041.7388236644,18093.9848810894,18412.0053160568,18851.6660426117,20047.3398891324,19524.3314309692,19856.9143228444,20249.2920943585,18156.3595636493,18058.210640887,19725.0515796579,20238.4523839885,19457.5415447816,20443.989001566,19140.498512531,19102.1781355883,20215.1134651668,19951.0043260866,20483.5547433834,20874.8124756931,18851.6252609131,17465.2219055776,19502.3984765403,19788.683298815,19973.4051725439,19999.7581562853,18186.3312751799,18477.9033351255,19718.9855239591,19886.9161193305,20121.7151376355,20482.4055576229,17296.0885950669,17052.0692103275,19191.95762108,19361.2370461332,19047.0329058179,18128.0994727485,19171.8399074374,18620.5851501977,20070.9575091,19933.1326385806,20110.3878105194,20534.4016215501,17745.2459389521,17713.3115099877,19304.6470129856,19620.1236867871,20353.6347606533,19775.226913284,17876.5021485998,17530.5728072297,18820.0956689819,19260.9201056443,20572.3189035195,19527.6304081372
,47,17377.9737999305,18251.3722338511,18885.4603699556,20971.5274010581,19610.9384033809,20639.4655219822,18393.2362811162,18212.8630381713,19216.2746096131,19720.9626964259,17848.4079038858,18034.7129552936,17258.3098831507,17577.2798105565,19582.407049489,20251.0555521304,19871.0856698232,19751.0149462521,18170.2253228242,17941.5023105916,19713.2475124476,13336.7991216855,18257.651722466,18394.465124475,16944.6647698254,16732.1199696178,18675.0157582574,19215.8073937268,17302.3361753792,18375.6857378973,18602.1911924741,19037.8628866324,20175.4193160308,19662.4812777623,19973.2030027222,20373.4498148202,18308.1939555396,18240.2982432772,19817.5155219094,20371.4485487403,19563.3772213583,20549.7109956849,19348.3837620707,19263.7736016967,20308.4734454776,20055.4173768916,20556.8045542022,20985.209480914,19045.6347726753,17635.705560593,19628.4620119738,19914.0360944737,20087.4780796957,20096.3595210536,18338.7823027191,18638.2355029248,19830.9073455573,20021.6357322084,20224.2033452701,20582.0538681649,17494.2152052352,17258.2738798207,19285.1971282683,19521.173426886,19201.7985364389,18291.0642719995,19400.4512445077,18823.6774027498,20211.457993601,20074.3503869606,20208.3673993936,20614.8556288557,17948.9239876161,17932.0020550743,19462.543507718,19764.4986882166,20455.0614632192,19879.5740523416,18018.4540791535,17660.7007736714,18963.0391885871,19419.0687339742,20673.3174206629,19632.1828900866
,48,17574.5133655673,18486.9004821783,19009.7024465653,21127.3853270819,19727.7629873313,20786.5465725632,18638.5389384382,18470.6300005251,19365.3123775211,19896.5916402489,18047.0837641459,18223.7027267588,17496.9821376595,17823.1315870929,19644.5378389994,20390.7979408429,20019.3827991795,19871.3565547782,18425.0231859031,18223.8309883409,19919.8937119058,13491.3526445333,18452.5101516233,18616.4145243491,17234.8859460142,17022.4372705201,18857.3501458414,19418.359536704,17562.7848106313,18677.816857033,18820.9272388275,19282.62475009,20331.1527874316,19796.3671414766,20112.0998719488,20530.6070603031,18504.1333659149,18394.6232993486,19943.822682021,20477.2495209211,19668.0827029605,20659.9207188152,19509.0517587977,19367.1635401777,20462.052187902,20202.7140993372,20721.7360490641,21111.5545037874,19227.5069324949,17844.1966736318,19761.789806683,20062.7129999124,20207.6434075592,20224.563635118,18557.4396814536,18845.4618135498,19964.9763378906,20153.9574400387,20340.5237892613,20703.5333959409,17731.2783961631,17474.6627456398,19520.919065755,19683.0548154071,19425.9789268954,18507.9205080384,19602.2142717666,19024.5786351248,20335.8012649671,20228.6849661291,20327.5153928294,20738.9279143909,18160.4592146427,18158.3035166866,19597.5479496161,19926.6157712379,20569.8109598683,19990.025976037,18236.5500872177,17920.1879306405,19104.0257064023,19547.9600117734,20779.1271316462,19720.5952692499
,49,17756.3012653961,18652.2606280813,19117.593591766,21240.7197749213,19832.7170374303,20896.7566732358,18841.868288348,18675.5976117776,19510.9123948954,20067.3779208369,18232.1806241401,18417.6690552979,17702.7069666856,18023.5996861468,19888.3765570963,20559.2341731817,20182.3048927241,20040.6364064789,18666.9238472379,18422.5727090018,20119.8485185797,13651.8340446978,18644.3157956888,18801.9089351498,17512.6059383834,17293.1938634731,19037.3981896843,19619.4186016415,17824.41917065,18958.0296245768,19015.7012370211,19465.6227159302,20478.9380121848,19936.9799557477,20251.1662863682,20650.6596138627,18633.1657867712,18578.1597617333,19991.6720569012,20610.2794936802,19845.819372098,20811.100947181,19686.4434657873,19600.1704620354,20572.3269059955,20337.1838395525,20780.5234541668,21212.2836536752,19397.8447896962,17973.534063864,19862.9181510524,20173.1375773499,20322.0792301741,20320.9732215962,18698.4016239956,19016.6502376087,20082.1221567599,20265.459390496,20438.2781171172,20805.5249938529,17932.4692030913,17610.4381797229,19678.4143708437,19836.2261595179,19610.7362306381,18615.09913335,19791.2413936369,19163.5692424798,20488.7010886329,20381.7543501347,20427.5395660563,20820.6045881751,18370.1636293103,18347.7591078336,19747.1754857502,20067.6007270923,20684.6127926102,20101.4095484425,18395.0554655735,18108.6614879435,19244.7786487526,19706.2653600561,20875.2718292569,19834.8139182574
,50,17926.2894408723,18844.9031606205,19225.3496874579,21321.0844339127,19935.7905836645,21010.8823135844,19041.4809160833,18868.9219391213,19666.6991451802,20220.5306780179,18393.049217272,18581.1132238388,17889.1736268106,18207.3698662482,19993.6814218058,20704.1699387842,20272.1218221963,20166.30849015,18854.4233062537,18662.1716407996,20288.6881614969,13782.7321276225,18816.6457315149,18984.5905175898,17718.3404023903,17509.8555225311,19181.4954422245,19787.7375163911,18039.6474178698,19189.4651711134,19181.5548340988,19630.6017641552,20560.2223576373,20044.5387357497,20354.6866411173,20777.3080698371,18781.2219428661,18678.328345455,20146.0817824838,20742.0617958257,19926.5230508138,20877.9688450775,19879.6124318856,19771.3497970507,20679.6329242182,20423.9149318596,20861.7027164703,21304.0816614073,19575.793486272,18160.3646683541,19966.0636890625,20243.0952886409,20415.3531456055,20427.8644841859,18869.5469328695,19162.5526154217,20189.4396288341,20362.5550495338,20511.853422078,20899.9795083762,18107.9540575165,17802.232812267,19846.7490279474,20012.9809220138,19778.3385068489,18770.0252373639,19976.2754734004,19413.9663801011,20622.0024069144,20477.2407135092,20527.4665888733,20934.9491509298,18544.3515900609,18529.5992159023,19886.7316574456,20193.418992353,20793.7335683798,20193.2125400601,18622.975889607,18284.4440692484,19350.3441962558,19847.1795441346,20989.2248278935,19935.0160370614
,51,18074.0252941261,18999.0818586121,19296.3155432141,21412.5616017522,19984.07449506,21065.0544491586,19196.0173520399,19019.2442739706,19781.3597113132,20343.6169201738,18560.4185810837,18742.5790714519,18039.0282335121,18353.8989633053,20100.9216099636,20747.26391055,20398.1238264051,20256.5514631939,19054.2767809692,18822.2808922545,20372.7592983162,13895.6003715675,18971.1177053252,19161.7896432247,17924.9898911955,17698.9450993794,19352.7436163105,19919.036119238,18233.7873667706,19383.3371596114,19345.5225196085,19782.7739194795,20680.6337324172,20140.5252782178,20465.9184397059,20867.8102511397,18915.3646388224,18817.602054439,20306.295687292,20782.914186974,20024.9935212449,20963.9172508905,19987.351479579,19891.0055328677,20741.4882375204,20499.9635841199,20952.2300949726,21399.055189484,19703.7280602141,18282.9696499923,20064.223315809,20355.8308875036,20487.5423446094,20502.9366757456,18969.5298100522,19298.3696053369,20265.4926202715,20443.5741611104,20598.0364340486,20980.0013988827,18250.2349929023,17986.5144110945,19964.8813796972,20113.0613427663,19891.1207334186,18924.8467569235,20157.3386129766,19534.8393388732,20714.9454034622,20586.2746114451,20604.0226899082,20991.0808971735,18700.3463797349,18686.7648226791,19973.5214098111,20304.3104241543,20853.8226038779,20258.3438716439,18740.521212227,18402.6296845839,19420.1105876553,19915.8362226165,21056.1463774899,19985.6113946353
,52,18217.7936188901,19165.8012897987,19384.6869864143,21512.6143726401,20054.2252484625,21154.9305413479,19347.3415904777,19165.4381470967,19862.8365445333,20432.6469998369,18689.021961191,18832.1395191924,18187.3813605042,18551.6616672738,20218.466295164,20886.5862625286,20526.2550239788,20391.6696105987,19240.7461123431,19028.0191460693,20517.4340860902,14013.2145614025,19127.2177162092,19289.2463374871,18129.8166560568,17944.2180920028,19505.757264201,20066.0676606755,18454.0607839742,19606.8082889709,19504.3641799401,19947.8818105716,20783.6363514597,20263.9432111749,20586.6249847154,20982.3445986515,19059.5374809107,18991.8508643766,20368.2602752024,20949.6000592449,20142.2851982843,21098.9204610176,20130.0757383392,20018.1720649664,20844.8767596318,20620.1414445143,21058.2421016641,21486.8052887104,19841.9457155617,18413.2206089624,20144.1025923322,20427.542351885,20604.332779621,20593.5176128684,19127.8823789235,19428.5602525482,20354.4100971056,20527.0198389474,20659.1341749266,21042.348236148,18382.0583047744,18099.4133587722,20015.2218622041,20203.2568019879,20011.5320664874,19017.0829587947,20253.980657744,19628.7722371165,20807.3987571836,20676.217689366,20657.5680754332,21081.1014497432,18870.3358300801,18842.1611489241,20062.4253549392,20387.7275964697,20935.0438318788,20340.5092567707,18807.2014916427,18572.8498400046,19538.5228735566,20004.4393480656,21143.6306951457,20084.4492065515
,53,18376.5161825635,19295.9405578856,19511.0723274392,21647.8175485037,20186.0851911697,21276.21525635,19532.0858987982,19346.2536024681,20001.4006879714,20588.0005779079,18842.1827407108,19009.4726874492,18354.332183186,18730.3099162959,20318.9741204647,21042.8546613911,20601.6616225702,20471.5507192586,19389.2855197165,19191.0412015926,20636.1623240558,14151.4303806494,19274.3587670369,19427.7760935106,18329.176311411,18081.0600842887,19623.2713478306,20201.2306933756,18624.6628324515,19795.5723294404,19632.4538211034,20078.0533385548,20880.201444399,20364.9815744298,20671.4717108557,21073.7306220209,19187.1278015907,19120.7436169065,20428.4754803218,20908.4947298155,20237.1460066734,21185.2386474136,20272.1169731013,20180.1784431244,20906.2056671725,20681.2390267683,21122.5321625364,21570.6289108549,19991.3944820562,18570.5341924121,20236.0711592938,20499.0255976385,20666.7393948642,20653.9572755916,19245.2036075269,19566.1899118891,20433.7539514636,20618.4976306396,20751.7286303492,21143.8600531583,18547.3384597606,18270.7862067421,20134.0326769202,20328.0507827665,20168.4553957742,19205.70071635,20436.2724121995,19830.0369991079,20923.4711264713,20805.3512888761,20792.1117797398,21162.9416422335,19006.3647144445,18975.3360969023,20189.8446653917,20492.0793297076,21033.969433867,20409.1971881567,18979.3952612926,18635.5998889499,19620.7809008581,20110.185905012,21221.445042429,20135.3550992083
,54,18503.3145828019,19457.4199895293,19542.7842815452,21688.7570529071,20267.9920551511,21345.7739434562,19657.0645013155,19492.290635503,20103.7388813902,20694.5847028517,18968.9827234336,19147.725734196,18496.0744271353,18831.5884407753,20426.4466842329,21122.5053693204,20719.6365527511,20581.2934658624,19532.7906679205,19334.6018544889,20741.0998294323,14271.2565028412,19408.8691895848,19552.7155012539,18493.0808450467,18271.0691157939,19750.3587393491,20323.7738072647,18790.2147297203,19979.6825335975,19765.8896558819,20227.7339187342,20969.8881210572,20456.2006571975,20732.2303290102,21149.8962089985,19283.8246096453,19200.8201501701,20520.5545477606,21065.5022010989,20322.6434134687,21248.1606132403,20365.916566803,20302.5473189034,20952.3476773381,20767.9469093658,21181.1359524023,21642.9458516979,20120.1650931721,18657.9456278657,20313.8701350989,20591.3256583663,20766.0534320987,20729.1755186081,19393.6757344806,19695.6980156022,20498.0819494792,20684.2780322495,20821.367459389,21200.1343349132,18676.6326362058,18417.2124303418,20244.3089678231,20437.0845207751,20267.5361023839,19273.3604860349,20546.4980614188,19969.6465515944,21007.0498979013,20875.2608214447,20844.3520317076,21228.0249950832,19155.351813817,19120.5380417924,20286.2398891926,20589.7955602463,21119.6561108437,20492.104420592,19129.1481968352,18813.7441588038,19706.9439058351,20228.3958628467,21308.4675303748,20218.7996617865
,55,18601.562816227,19541.9354745632,19626.5066030599,21789.2781648896,20320.7097125767,21417.7789779975,19785.4118775302,19638.2137050791,20200.0521589183,20801.4723663659,19081.9499737401,19262.7026924854,18624.9867975881,18999.4130921073,20480.1395954327,21228.2677414544,20783.8925970846,20683.5643440924,19689.1663840668,19479.6552789755,20893.6712963408,14382.8246530564,19519.2243372858,19679.6426443382,18681.5126156054,18422.8348454695,19856.4969428498,20421.7907011724,18940.1008731079,20130.5881858695,19870.8477702384,20331.4125924204,21029.646453194,20522.8310161184,20827.7011649433,21231.0100988601,19401.2363608332,19306.3477678188,20523.0439546324,21091.748195379,20391.8675587525,21330.0786433271,20499.3337919542,20418.7738017554,21032.8480134137,20840.0627208776,21253.6017778998,21697.3378593711,20208.7502007381,18750.7997200393,20355.8964741891,20655.8181578856,20846.4100727153,20814.5426235894,19501.5747954794,19835.8369355061,20578.8505886893,20753.5868430444,20901.4727057981,21302.6707864259,18820.2410145124,18554.7482912021,20345.8429415584,20575.7868592439,20413.4415315777,19391.1303040058,20713.3944078957,20110.2561437712,21107.4137472856,20969.1305502586,20921.8968947063,21296.5295130143,19278.236881259,19251.2235411876,20367.9289072687,20644.0883723024,21173.7311541931,20561.8703851736,19227.9486196198,18908.5799425308,19808.1211989009,20274.9652921381,21362.4801135912,20300.0246478337
,56,18771.9525374518,19712.0812146441,19658.9817012315,21859.2021192437,20411.0359895453,21505.0411900833,19920.7285671578,19763.3193394995,20286.8312021619,20892.3450514617,19191.0035965621,19387.8600560506,18758.3767533534,19110.8755616417,20560.421178979,21271.0580292457,20905.3924695047,20818.1179479104,19809.6479558863,19636.0142279274,20976.9604980204,14493.1879696301,19636.689147443,19800.8850340199,18842.6897838647,18584.8370529941,19969.0868720376,20544.2661637659,19122.9114481002,20300.4017947646,20022.6498645224,20463.5173623258,21142.0721577181,20606.7853205556,20906.1984084059,21328.5522681075,19527.6973791097,19441.6537684865,20595.012707695,21179.2752612089,20518.9074741959,21418.4812904314,20591.3915437474,20519.6502824309,21100.6441641876,20910.7426469766,21316.0834988665,21774.9925711669,20333.7369150021,18863.1970856185,20432.7014296729,20733.6852144649,20940.1888083944,20903.1879044821,19603.8214520328,19937.1188338817,20648.4694388799,20811.4950841983,20972.284814555,21359.8575369386,18930.5117433767,18630.9579564711,20440.5178116042,20641.4560401741,20537.6708747336,19462.564836909,20790.0141843434,20197.5644782443,21148.6495166144,21044.7845794385,20988.0859663962,21360.1358257218,19409.0083200479,19366.4838108493,20453.1649557569,20734.9795706757,21238.2509293763,20641.8765094925,19323.0700415865,19055.4852587221,19872.9453514201,20363.561548601,21421.5235009479,20358.4345820135
,57,18830.9750767355,19824.1952655263,19735.8066733116,21933.6422477039,20461.7466443667,21582.7082123739,20063.7260788082,19871.4969591499,20389.534199567,20993.056656487,19292.347230557,19489.9473552599,18881.0742135674,19186.4717072546,20650.8835731238,21309.0314097063,20971.8094720221,20852.4654010998,19943.8154689105,19764.9651275902,21068.5032151206,14590.0133374337,19741.2627365987,19900.2652536536,18982.4493875784,18730.7219291497,20094.0427744461,20649.0182609629,19267.3527042503,20454.447624982,20133.2982049123,20586.2808701782,21219.4655184955,20708.713701502,21001.9417379761,21413.3856555883,19605.1066027713,19524.7866774228,20701.1517770949,21345.433678668,20538.8125548456,21490.2459697453,20683.6116989736,20647.1210349458,21166.083962578,20950.1837545205,21384.3387223108,21854.66772127,20415.7496200822,18937.9577801388,20489.9729867897,20765.0200520685,20973.4501302082,20951.1633384574,19719.6038290336,20009.4442818447,20692.7893069261,20853.1540748615,21030.8721418642,21414.4630596394,19054.7613140776,18788.3530391597,20557.8241922439,20698.2906783377,20619.1538835783,19596.8376963012,20921.9342732436,20327.3837650489,21217.6168586374,21106.6744361186,21043.0102190022,21422.3770116347,19505.8593982693,19479.8069553845,20522.3320628641,20809.4515053733,21329.5067134986,20701.7161991357,19376.0483235498,19158.26280325,19937.7888341161,20412.5494638505,21511.7788430892,20431.5948201086
,58,18940.201853531,19958.7699664598,19783.4169400604,21970.7318976888,20550.9661322723,21669.1898820286,20147.1922888277,19998.5211530947,20445.4135995963,21056.3074067371,19401.2212780926,19594.6056264712,18983.5268250604,19316.974108129,20725.0099452435,21459.1607902018,21058.2592175701,20933.4535060999,20090.8666524511,19859.1760030074,21191.6859293201,14697.692201187,19858.5906014277,20022.5580024861,19139.6776865849,18867.9734713284,20165.833773453,20728.3215943396,19396.4269711962,20585.7535114236,20241.1538386061,20699.5111271677,21284.5519856396,20777.7427344554,21067.7697265885,21484.0349188529,19688.5863802768,19607.7505328166,20747.7401905068,21331.3470894297,20634.9466276165,21484.2349143785,20798.6792172478,20715.0289010759,21232.6233664581,20987.1338723614,21441.2856645971,21907.6812148359,20501.4188404374,19018.7305750824,20535.4154826029,20816.5466165401,21048.7111972399,21001.5140380705,19796.7370431124,20127.3265771397,20751.5482057244,20923.2603062091,21100.5822798778,21497.1897124569,19139.88403557,18852.6305898414,20553.9135684435,20726.9313975544,20689.2115103423,19685.4791188635,21043.9029059404,20448.6702810654,21306.206721585,21172.7672566088,21113.5384279672,21506.6252505126,19626.2772917225,19550.3456589054,20593.4426008553,20873.1285525187,21362.885018683,20756.0085820599,19469.1489429582,19240.7817282578,20011.8919720533,20446.9314769625,21563.7843991745,20482.5607920561
,59,19038.9982934369,20019.7912658042,19854.9830152242,22031.4308478363,20572.9743316182,21719.9947850254,20249.6371769808,20091.0241508175,20511.8716946231,21153.7890665512,19473.3295391192,19696.4363711154,19077.6343319428,19426.7059270267,20793.758361243,21470.6322976478,21154.7714528859,21027.8209825154,20147.4646205162,19964.9772854938,21242.4455075936,14764.0465849476,19948.5102414521,20113.381844252,19227.7555867833,18997.9498889482,20249.5384164915,20832.7875022775,19552.4357816683,20722.2081694913,20328.7406479372,20779.6530918228,21359.2653312641,20853.0654095802,21120.0473646803,21556.324930034,19753.1113062148,19677.4443638898,20809.8983913931,21387.1567387895,20728.2864208095,21596.136752607,20846.6800980751,20764.764208434,21270.1993310487,21066.4773670963,21508.314833137,21967.1626403685,20584.9211276118,19095.8081980145,20590.0178985906,20898.2062704843,21133.4564532203,21082.4340172606,19878.7466279126,20216.6884830043,20812.7169863716,20984.2284697867,21154.9353490541,21556.2383568677,19243.4763751531,18954.9891008769,20637.4212030906,20826.8866665837,20777.2431295293,19771.7247492441,21118.5627111392,20554.8153876822,21388.0040963924,21270.2769444521,21176.553713796,21540.3940843318,19727.1357611398,19652.8659710407,20674.3269286976,20935.5966576931,21433.0722370079,20819.9227907098,19524.8468901818,19279.0499958298,20040.3578551375,20532.3167491651,21608.1874009218,20529.6057079216
,60,19115.1375981217,20148.4095601136,19860.7334288149,22071.8752682517,20640.0611688125,21794.20255607,20350.240525643,20181.8816654341,20586.582734236,21205.2639396251,19553.8509368773,19783.6952410667,19176.1349774738,19557.6837425983,20839.8185506406,21576.9411818943,21206.7596976994,21107.3988880476,20287.5142032968,20050.2221106532,21334.5595227222,14833.1547200701,20038.5897524397,20201.1432864025,19377.9636707745,19098.460052369,20308.3242518937,20868.9359912149,19668.590096882,20835.6089896744,20417.1098914495,20841.2875677992,21405.7612730422,20918.9012983513,21184.4541433359,21627.3164412226,19848.2214226576,19808.7081057939,20824.0202710528,21395.4267244023,20807.9470517666,21667.0219958792,20903.3048398389,20864.2867109191,21297.0766996404,21131.7210273298,21565.3924653515,22041.8661082938,20696.8695962081,19157.048880366,20637.5196980277,20919.4793037833,21170.5823118505,21140.249205303,19959.3508964454,20284.631543206,20868.4836276086,21028.6529951205,21212.3162115842,21603.4165398203,19314.9468643886,19077.734954726,20734.8425892397,20891.5911472993,20895.4306432397,19839.5282769548,21229.1673755285,20610.7426382798,21450.1346023783,21320.1685442069,21236.3639141492,21591.7400652214,19811.4395666373,19724.2206742835,20727.5674666831,20989.3505852662,21470.3726102414,20858.3682258851,19580.6090849859,19354.0141018597,20071.5751265896,20624.0963608793,21664.3951602067,20613.7395330065
