,Cycle,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12
,24,4619.90792871362,4759.64913647433,11145.2175074414,11343.9586595763,14954.5164901705,15370.1122355255,5015.60987436142,5023.53030893307,10383.5923710378,10650.7634032698,13637.4190569342,12984.9928592218,4615.66862506046,4699.03079690331,10894.5520670081,11023.4956223329,14631.4459379967,14931.4648187355,5159.37853156595,5036.79070827378,11241.0916461177,10596.5407115804,13898.6645026726,11488.816391577,4275.79275069358,4247.59984374877,10003.3253075647,10164.0731998908,14160.3474034782,14590.7721075612,5798.8586716955,5585.57044568901,11882.7834140557,10798.776429563,14393.9118142449,12684.9964580703,5123.09749603136,5228.76058953213,11344.1306837379,11201.7242282405,15164.1673761017,14803.8030572989,5296.234853425,5320.69109526798,11711.0428764337,10760.3414248757,13706.5419812551,13192.1263569434,5143.62295684523,5071.84989883445,11291.9755242968,11176.4388908998,14632.154440286,14363.2231545447,5233.77884966904,5196.72862221414,11761.359589793,10399.3873368249,14315.8283058317,13637.2405967439,5053.33339092323,5228.37473870373,11395.3940178238,11187.4875291723,14785.2939806705,14826.5724963499,5455.70785358626,5323.6692451107,11408.8752125514,10496.5033497498,14310.5725159209,13380.6202460875
,25,4993.07657930419,5188.54024744925,12143.1279239069,12396.8202482406,15482.3891974385,15935.9012485906,5667.49970472889,5690.35144707164,11490.1573943777,11752.6667505816,14163.4281122947,13479.1953297524,4969.64818637011,5105.63913034142,11887.7085832151,12030.888472201,15120.4257569568,15507.2484186722,5865.34824420177,5710.49481235389,12294.209361322,11496.7614898362,14411.7043755373,11863.2332955331,4359.09415598596,4341.47063603106,11025.2903831944,11234.4447077384,14678.9671741295,15141.8053854544,6695.78713349925,6421.99656204774,12882.3141766324,11587.4000725613,14898.8732353294,13110.3565851805,5827.65956004276,5957.42579914537,12361.0683536876,12197.5145597783,15670.4867964262,15325.7815777253,6030.85042053365,6073.09003726997,12688.0036856025,11520.5923337565,14210.8315014189,13625.3172374699,5867.3538875269,5742.08399667666,12303.6447855833,12199.7730684263,15179.1584875466,14896.5725804385,5972.92628194185,5918.62711424417,12669.3554637521,11090.5842482793,14816.9246277774,14100.2173203885,5756.02173213423,6007.09087699637,12421.8966131314,12183.010008298,15287.3503310016,15333.708441929,6251.94692051209,6105.16890643432,12296.6725979361,11223.5407436875,14831.276466628,13833.311925074
,26,5569.22776214185,5849.2638994913,13005.358677002,13306.8774259893,15930.4954675109,16376.222229925,6538.83529229405,6555.29061539596,12449.257097596,12705.1286051251,14606.975610792,13876.771766804,5556.78828576535,5743.46007233105,12724.8433816409,12880.4396216446,15572.0932754463,15957.1056379604,6782.87169080314,6573.74603222812,13233.0295614755,12234.3419694514,14848.7662810166,12177.2158134583,4528.22604901749,4503.9949579961,11940.4422509202,12163.4732503409,15119.6374083427,15598.6601646045,7629.55470167393,7316.83215451986,13737.1441146186,12259.8784764896,15332.3404758021,13461.8278289677,6648.42589838988,6805.64210762642,13252.7695245724,13015.6930876947,16160.7775320499,15763.5480117536,6910.09228238748,6961.94496543904,13496.3704242875,12166.4248077689,14626.3228406969,13992.2301048188,6733.48769933863,6562.83569909543,13174.3488027655,13045.4285848011,15615.7939084657,15324.0896075939,6875.96991174923,6784.89200129151,13433.331817475,11672.6158511954,15224.7712469493,14465.2831095186,6637.36729636457,6920.7839866912,13296.2622261275,13038.5656616826,15727.9904496736,15819.2901288712,7170.88623746388,7002.11572972242,13044.5242320765,11830.8977610933,15247.1420553705,14209.504128411
,27,6326.7121873038,6676.47143825945,13846.5442901138,14181.8137609771,16363.1431755298,16821.7925532894,7510.24535210261,7527.17637165692,13372.2481990557,13620.4712432956,15042.9647560469,14280.596268848,6315.76712692945,6541.13934545154,13515.5094023618,13712.4253530386,16023.7772680331,16370.0861477005,7749.55648948322,7537.73779026583,14102.4191872763,12977.7294719901,15280.5480539488,12507.3689186298,4834.23560812603,4827.43780679194,12800.0040257097,13043.8049875355,15544.5746227351,16048.4780176858,8624.66175082332,8260.26015101324,14549.2132649988,12904.702826852,15773.4010059654,13796.6295241843,7506.69884190484,7685.1804803868,14035.3520365519,13809.8200812177,16562.7801754099,16192.3530050756,7852.33708573869,7901.36320016109,14259.4119596172,12766.4537424209,15021.1889608376,14333.1059383771,7636.38706113677,7428.79857466624,13975.9234327436,13860.0466574215,16039.2476160204,15734.1697089115,7824.44334653399,7716.95296079855,14156.8893206146,12238.1236473908,15652.8060125994,14857.3692486762,7569.15563204204,7875.83551422576,14104.8394494537,13837.1711565715,16183.1331835589,16247.663504146,8093.9340430746,7953.00774047746,13769.2824245748,12398.8743331407,15660.829931608,14585.5481632904
,28,7164.35931041622,7557.37551295984,14589.8445399788,14968.8857144655,16753.2103077028,17232.4511588582,8533.56388294646,8553.40839174509,14203.4929339969,14440.3085372415,15438.4519569425,14642.7373545999,7133.27958900461,7388.57861003112,14238.3198249723,14425.3900901985,16409.9939361655,16732.2675032506,8785.00683280373,8543.70447787055,14873.4387326334,13616.1822500253,15674.794901638,12781.8922041815,5367.78546173628,5370.71950393472,13592.2531208913,13840.7434914391,15969.3848209317,16472.3663103545,9651.53480485853,9241.97714285461,15281.6913458356,13485.710514795,16143.615039957,14117.9893328672,8423.95227396872,8617.00426019454,14786.1529894769,14515.803977933,17016.0880641122,16559.1891574177,8819.81346478964,8881.74740343257,14977.7569435483,13332.5290214724,15406.2832004084,14688.3160205588,8605.86966664741,8339.28694151115,14734.2147760855,14615.6429629685,16437.4131699526,16134.8694997083,8809.95178979031,8678.20432354564,14816.1905729808,12749.9496256583,16039.2852256842,15198.7187974152,8496.96260919401,8829.77197526538,14860.0351933672,14563.6461813842,16534.516456303,16613.7844484347,9074.24447441127,8929.35544264171,14435.9342266121,12947.5328670615,16028.6428483318,14925.4189989842
,29,7993.82795824877,8463.56001442866,15246.273922998,15637.5443680283,17109.6794978884,17595.5424150956,9547.18471286929,9561.21365183651,14948.3233800707,15178.8101317563,15795.9746209271,14976.9487832935,7944.45715363767,8263.27323737461,14873.0613430674,15051.4947910712,16771.6919319678,17118.2402960721,9829.38432646831,9525.95404711542,15572.0986374474,14190.9090133707,16035.8598202432,13055.1552973796,6147.92928106318,6133.03103726353,14289.5223431137,14560.7561087138,16326.3313543392,16844.562158097,10648.3876866024,10199.1937215012,15932.9278077163,14008.5525897486,16495.417332173,14404.8800551118,9319.5763948754,9531.38403208091,15410.5347509461,15137.9645656567,17370.4377759302,16903.7955524305,9779.47726650821,9833.36558168367,15560.1394665969,13821.8839583835,15745.229570502,14969.437735066,9501.92109234546,9211.38802869725,15365.959718709,15264.3670382364,16774.5418108609,16450.264971387,9776.85052712968,9636.08209459099,15381.2699095893,13198.8456948843,16349.1141969608,15502.4837641222,9404.19210996948,9779.9573008862,15502.4087423199,15172.9498412742,16940.2313511337,17011.8550067158,10030.6514883863,9891.23437317972,14993.0117973294,13450.7668329192,16372.7405381896,15225.3106552445
,30,8889.58327264744,9402.43420131319,15864.115130083,16282.016707283,17474.0397339991,17951.7243000999,10568.6523365665,10594.738572981,15613.7980612152,15843.2756377088,16134.1900448178,15282.8143823883,8811.37582380268,9170.41824778527,15435.8059346492,15676.0321089129,17117.7650309817,17460.8931011419,10828.7699312668,10514.8924177986,16238.9333691746,14712.7795145328,16375.6960617553,13303.7674115388,7034.80159524637,7001.54602768027,14936.7185855847,15198.5631732434,16666.9776212724,17190.1535268333,11589.4190978258,11103.5829337962,16522.6898925671,14482.4470670503,16810.4472985945,14671.0370636296,10196.8784598336,10405.0180696624,16042.0927495687,15730.3149789091,17701.3408220279,17251.15404466,10708.219029144,10768.7624067508,16124.4013821451,14244.8002331838,16054.2405813588,15238.1018182524,10402.4298613923,10094.8287199499,15986.0645937145,15873.8325566368,17125.9645000174,16788.4753982826,10744.6857332621,10575.8496386022,15910.344397878,13616.1658682355,16675.2898328833,15793.3179171355,10292.0426423869,10703.574913671,16045.0163127452,15786.9229809293,17291.4493662018,17369.690927301,10967.8480267381,10823.5249720186,15524.1060632722,13867.5347059085,16697.9780432331,15523.291307113
,31,9797.0277450285,10344.5037038533,16418.4897597429,16866.2672683331,17798.9108639808,18285.1841247983,11538.011299371,11564.0804929352,16262.4669064332,16474.0123567543,16455.3383951794,15581.5828726409,9665.44930504903,10079.5747504429,15997.0300444602,16241.6614006298,17439.7867789841,17792.155620232,11776.6245992366,11500.2850751218,16840.8297438283,15230.517696238,16705.757675444,13548.8700931082,7972.01781121015,7924.85104060645,15525.4457668642,15813.3716305927,16959.2336146622,17510.9338411643,12453.4170036249,11937.7834530768,17062.9884146173,14918.3013385534,17135.2385508722,14940.1789934836,11022.2373790623,11244.3245740084,16634.544226224,16298.1047836239,18058.255524376,17564.6589019969,11593.6518469768,11682.9505135564,16650.7886401814,14708.0770087071,16361.6466780368,15523.9378438321,11243.7729290188,10911.9681490622,16539.3206860889,16419.200952641,17449.2148450511,17125.5748455568,11651.3412660628,11461.8818857843,16410.9618167798,14016.9337851892,16969.8593363924,16079.5589136983,11141.0468104748,11543.7349268803,16642.0620087271,16380.8501984147,17543.0508910945,17710.5345339087,11837.857221502,11734.7887229043,16013.5056437954,14284.0716473974,17032.9876028436,15799.2078753073
,32,10552.9855137847,11148.2587177587,16898.4934975026,17333.4075016845,18045.9031712585,18558.9956883041,12337.3528603359,12385.7854414487,16804.0662937838,16988.5926717714,16747.0377297264,15834.8621980089,10403.9094781082,10881.4298887615,16443.4456583248,16698.775474692,17690.0492643614,18093.0334827871,12593.1090138383,12294.7971856198,17309.757919956,15644.8457534263,16974.5333055744,13753.8569153542,8861.90291270419,8809.88588984007,16040.7613479495,16333.6402098641,17258.667227398,17814.4970411784,13184.7185158018,12623.3742028691,17531.148478729,15301.2432826521,17401.7003490073,15163.1418682487,11684.4788176336,11917.9270824622,17045.8162988316,16734.4305174578,18316.9120868159,17821.8926892338,12312.5339044269,12381.0582255726,17081.2053431279,15064.5897585071,16614.3283893005,15738.3682901939,11944.1254955274,11574.2295050458,16998.0180126146,16881.4997569754,17702.2832410233,17381.4537889968,12405.6684829257,12196.9743103331,16829.50202556,14337.2674124917,17239.1249629868,16297.7237758454,11822.05202754,12277.900515817,17062.6169081916,16783.3319482797,17851.6175076469,17991.6387743054,12544.5417049629,12464.6191731521,16426.1138792159,14643.2121762655,17280.8897636264,16035.0288800478
,33,11286.99819436,11920.0492770548,17363.4605827671,17831.4015230696,18337.1336282977,18842.9489903262,13112.7534961983,13134.8106879745,17339.8464496988,17498.4890865414,17012.3821160007,16108.3798800644,11134.610968215,11620.316849015,16922.8789247159,17205.8340628553,17970.4220743057,18355.5216148177,13374.0786828278,13055.2883320038,17831.5173557592,16067.1225122874,17246.5967114703,13970.4504641932,9834.80556758944,9763.98795751192,16517.0414484468,16821.4516778683,17519.6795739744,18101.4751744483,13859.3044246705,13289.0088357904,17983.7811733937,15668.5341391473,17669.275881269,15394.2071230591,12366.4505119612,12605.8145160222,17549.8961900914,17188.4168271148,18595.2412044471,18106.2446759148,13037.1531574377,13097.1093511086,17541.339125164,15426.6057476205,16888.7575108268,15997.6645217303,12593.3777685975,12236.6232156358,17470.9853529906,17336.3974419529,17961.53009133,17649.2575440093,13122.1990288637,12914.2926009843,17243.1607487145,14676.2489678924,17506.4328556423,16545.9280711452,12468.2698558761,12916.1134590193,17522.0660993636,17298.6219867186,18158.0023785291,18261.1338684245,13249.8155326497,13180.3422525104,16820.3436203214,14958.9165641652,17541.3640988294,16286.267837154
,34,11933.8087333864,12607.2564723127,17747.8227588895,18261.7267795637,18585.0142871731,19112.9333537663,13764.9643002635,13789.9568650458,17792.9646669388,17945.3930190661,17263.4417167838,16333.7104043882,11746.658304074,12306.7658637169,17297.0052737214,17595.1223520801,18228.7159852517,18621.0946805518,14015.7958103166,13697.6941947173,18253.1272926793,16410.5774742938,17512.6601804208,14173.2633131399,10724.7453003026,10652.7478438347,16947.6452238133,17287.1964633943,17771.1079711225,18358.5112733286,14457.5937697424,13861.6501460504,18398.6720004241,16004.9578539644,17918.7259503839,15607.4106619481,12941.8033000923,13175.1256850645,17990.6861373879,17587.7753073257,18893.9296411069,18356.5929542896,13607.0012136413,13713.6258345235,17909.947388271,15743.5166148597,17132.0253077202,16194.8749545491,13168.1681414961,12782.0544747032,17884.004975832,17768.5938753496,18251.1453427839,17910.0777601075,13759.4465428711,13543.1410664601,17611.6344727851,14974.5117780436,17753.6958550997,16778.8162955813,13040.561784982,13531.3999029907,17969.5058422984,17680.4757838009,18370.5600881903,18524.5890753367,13856.8269138787,13801.8533844408,17188.5361880262,15300.7700180315,17779.2256886939,16501.0669390471
,35,12492.7832138714,13190.9434892944,18147.3250047679,18660.9890453437,18843.1289694132,19336.8599569296,14361.5892279286,14383.2239216207,18206.5241580289,18376.4718549041,17498.8956801684,16553.8247902541,12292.893412617,12906.9954062779,17681.0061603223,17973.2606225416,18460.4567523093,18845.7070034724,14591.3820102802,14288.823178837,18629.5543899202,16770.4056073783,17745.0313949256,14345.6395946098,11534.4886027173,11449.8929866557,17373.7713712207,17675.3486034476,18007.3435921884,18613.6274681312,14984.1398815032,14390.4024141843,18770.9164073837,16305.2520754453,18147.5375008812,15798.1551069966,13448.0017566103,13675.1652858737,18333.9487367883,17986.1164667215,19102.7712387891,18575.9596484707,14160.8035434905,14240.5732477099,18304.3377668991,16031.7823672946,17346.7580172357,16396.641561642,13666.6636325651,13299.1742458957,18253.2413801782,18122.4281813242,18479.8897673086,18124.6960736959,14321.4176496398,14081.5588719956,17942.5853064865,15247.3434923333,17957.825116113,16979.9002684736,13548.7507759337,14040.3759841184,18331.8190907507,18050.4592789179,18612.261703917,18732.2205034973,14408.5091765009,14363.7078868255,17554.2351735269,15566.9428125705,18002.5905175179,16702.8759958268
,36,13029.7055014001,13738.9246655769,18499.3045991723,19006.5989499387,19055.9364540835,19576.6732961454,14887.7262727699,14910.5830757635,18603.8561153711,18753.5379507824,17708.876893514,16767.400991887,12795.4971243889,13434.6383592011,18020.8922382341,18353.6216746301,18633.8916613662,19055.6524151111,15135.7850195491,14836.0673039324,19025.5492719339,17090.9210344883,17965.3424025862,14512.50192371,12249.0871353706,12159.188314824,17744.3663338105,18025.3988430087,18247.5466937257,18852.0788029288,15472.8799866845,14846.8637168796,19123.5276972744,16587.7330752466,18378.1148639232,15994.3135992411,13894.5326781473,14105.1030851184,18692.7937376359,18244.4730521255,19362.9031378175,18773.6234468182,14651.1769629024,14694.280389402,18635.2677867964,16303.8983598142,17571.2731354791,16580.4256357166,14142.9867870779,13727.253369176,18594.0821220249,18478.0664379169,18712.3089361269,18351.0657467963,14810.1966170564,14565.3430324591,18256.149584244,15501.9771233723,18172.5721020025,17173.5466335781,14012.4414689921,14487.8369618791,18679.830704041,18402.3404334477,18915.3824162513,19013.2295068626,14894.1168889701,14837.8759663422,17878.221035131,15853.80971122,18223.241603874,16908.4411627434
,37,13474.7647693968,14216.1241033517,18807.535092077,19367.2134393657,19258.5559628557,19802.6675697644,15355.6861676229,15373.1408037067,18970.0953877458,19119.9692464744,17914.5752453514,16951.6564628096,13247.7354306223,13913.7126942619,18371.4435696914,18632.2689457848,18887.646326004,19288.8513027762,15578.1092535704,15303.8458786023,19369.3088486357,17395.8698623683,18171.3049398374,14686.5700475822,12910.7651454304,12815.8125669247,18072.7522883514,18390.4369636888,18445.1168106363,19041.3582206964,15885.2432261541,15247.8881643214,19439.3112823168,16849.086711335,18563.6082897648,16163.8732664231,14309.1883248836,14566.5626141492,18931.416603751,18591.8122261276,19550.2467334981,19014.2299294039,15082.8722044572,15114.6730193784,18887.034683512,16570.6887763366,17749.9942421518,16754.509097766,14557.4580055959,14138.9265643748,18928.5871486431,18808.8519202341,18913.2744154286,18556.0304511404,15251.7499090364,15021.2966086001,18563.5738361279,15738.0057511338,18367.1047920095,17360.4464584847,14409.1664842638,14921.2396930772,19022.6506742234,18747.5526738518,19047.4737392938,19202.3271412489,15289.178020294,15320.2109365809,18165.2634107347,16127.9053996383,18421.023109842,17084.9613424249
,38,13922.8748648233,14658.2501426363,19112.7573257918,19666.2316484897,19470.8269286954,19997.0646759104,15772.0717482762,15796.0057913806,19306.6347736462,19444.2366937201,18126.4461372922,17134.0348980638,13643.8794566456,14336.3543266634,18605.0346084305,18918.6832791254,19068.8210259839,19485.5640671228,16000.3931692093,15726.3371793193,19712.7225570652,17635.2761259083,18369.8022137977,14838.7024925463,13484.1667509997,13363.3938585453,18378.4756673973,18699.0761644009,18631.9450425839,19241.4110764002,16264.7606681851,15628.6402273264,19751.1693922675,17104.4757314912,18766.7363830816,16330.9112235625,14682.2725526572,14915.0193146867,19316.16231611,18855.8620572705,19779.0480687477,19200.2894506195,15495.6766058865,15515.7907196434,19166.2963747648,16799.1471020411,17961.716531253,16935.4162386773,14941.6264776369,14503.1168823409,19212.7501405797,19100.7629845016,19126.3958998409,18755.2838385782,15677.7129052984,15424.9606666761,18841.2850921109,15972.7847593064,18562.3197095053,17543.6822359692,14784.8568049308,15324.7451774157,19340.5789711061,19038.3581964447,19300.0812085925,19452.5966896695,15719.5091144882,15681.2087185102,18441.6741020906,16351.4952620689,18624.5455553845,17263.5801822792
,39,14283.4146752104,15044.4039583665,19398.3361341388,19951.801681293,19665.5431535529,20194.9014449894,16143.0122231513,16187.506880215,19615.5570162554,19741.970438251,18316.8906454832,17304.1909839082,13997.3695266826,14702.0304630166,18915.223831316,19191.6539636602,19266.8073605867,19655.9577548754,16395.1151335761,16040.597744989,20009.5254328469,17899.3867516218,18548.8232021945,14970.3634430639,13994.0346459287,13895.7032663014,18673.7997370173,18990.8397999774,18815.5809770305,19443.1739711767,16624.583296058,15962.7860368119,20012.5857709156,17326.7210771177,18936.6374606143,16464.2710566931,15005.4659732404,15260.3933494115,19594.5514136207,19181.2504207279,19940.8339895191,19388.019661937,15804.2663284205,15896.9825308132,19449.6126065662,17028.2231959614,18102.9983436328,17063.3737036288,15247.6782203496,14828.0404795984,19498.3408476272,19391.3141368309,19296.2844965724,18925.7504787946,16024.4119542942,15793.3382185068,19070.1918977329,16168.2963580078,18749.5752069599,17687.6021055535,15116.5953759716,15685.2041115345,19548.2748324727,19316.8572512734,19456.1902777771,19614.8420198669,16073.2412440981,16086.7309988507,18699.316799328,16567.8141617845,18784.1191635929,17409.924561378
,40,14604.0552061138,15406.3231813062,19660.9654977677,20223.2440153319,19805.6348563158,20363.6198559866,16488.9524676152,16532.4127914048,19907.4506572912,20022.9468317886,18474.4811966658,17485.7774531635,14320.6236375981,15067.1866952506,19201.048382034,19475.5504299515,19471.3237170014,19838.0295121972,16728.9786906956,16460.3003758289,20277.8613700244,18127.2191775903,18731.1611604033,15123.3181189491,14458.4357247774,14337.475106879,18970.2099925884,19275.7569033833,19008.2464722706,19636.9567949577,16942.6876366643,16290.3224734008,20279.4795599113,17550.1359309082,19124.2878045533,16638.575921855,15324.1041873449,15569.8809116247,19840.5391866858,19356.6873178872,20168.3868954413,19584.8773179164,16146.788842032,16213.5576680224,19682.093666702,17246.3965705756,18297.8555002302,17228.4417328574,15572.3742558246,15121.4287033575,19762.4153437372,19642.3344209674,19490.2096410712,19119.350245238,16370.5858238045,16132.5750012062,19313.7737717539,16359.6720712356,18900.8648483073,17849.4987171267,15420.581301799,15978.1138567498,19848.9265374808,19573.5452369898,19653.1978753918,19813.3530095313,16425.3847231979,16443.2870708577,18925.9868277368,16786.1285057409,18971.9871911566,17576.8087462512
